Gender,Money,Recency,Frequency,Age,cat_Children,cat_Teen,cat_Cooking,cat_DIY,cat_Reference,cat_Art,Purchase_Secret_of_Italian_k,Purchase_Atlas_of_Italy,Purchase_Italian_Art,Buy
F,391,26,11,68,2,1,2,1,1,1,1,0,0,0
F,250,2,2,6,1,0,0,0,1,0,0,1,0,1
F,206,14,1,14,0,0,0,0,0,1,0,0,0,0
M,185,14,1,14,0,0,1,0,0,0,0,0,0,0
F,282,18,2,22,1,0,1,0,0,0,0,0,0,0
F,158,14,6,46,1,0,2,0,1,0,0,0,0,0
F,252,6,6,24,1,0,2,0,0,2,0,0,0,0
F,240,2,10,58,2,3,0,2,0,1,0,0,0,0
M,321,36,12,84,5,1,3,1,0,1,0,0,0,0
M,212,12,1,12,1,0,0,0,0,0,0,0,0,0
M,333,10,3,16,0,1,0,1,0,0,0,0,0,0
F,232,12,1,12,1,0,0,0,0,0,0,0,0,0
M,227,2,11,26,3,1,1,0,4,1,0,0,0,0
M,179,4,3,14,0,0,1,0,0,0,0,0,0,0
F,223,6,2,10,0,0,2,0,0,0,0,0,0,0
F,357,32,11,96,1,2,3,2,0,2,1,0,1,0
F,223,14,4,32,0,0,1,1,0,2,0,0,0,0
F,114,16,3,26,1,1,0,0,0,1,0,0,0,0
F,170,12,3,20,0,0,1,0,1,0,0,0,0,0
F,229,10,6,38,1,1,2,0,1,1,0,0,0,0
M,153,12,1,12,1,0,0,0,0,0,0,0,0,0
F,181,18,6,42,0,1,0,3,0,2,0,0,0,0
F,228,26,9,66,4,1,1,2,0,0,0,0,0,0
F,312,16,2,24,1,0,0,0,1,0,0,0,0,0
M,272,8,2,12,0,1,0,0,1,0,0,0,0,0
M,45,12,2,20,0,0,2,0,0,0,0,0,0,0
F,261,26,2,28,0,0,0,0,2,0,0,0,0,0
M,97,6,1,6,1,0,0,0,0,0,0,0,0,0
F,52,10,2,16,0,0,0,1,0,1,0,0,0,0
F,322,26,8,68,2,0,2,2,0,2,0,0,0,0
M,339,16,12,60,0,3,4,1,2,0,0,0,0,0
F,153,16,6,32,3,0,1,1,1,0,1,1,0,0
M,115,12,2,18,1,1,0,0,0,0,0,0,0,0
F,272,28,5,38,0,0,1,1,0,2,0,0,0,0
M,234,8,12,68,1,1,6,1,1,1,1,1,1,0
F,272,14,11,50,3,0,2,2,1,1,0,0,0,0
F,228,12,1,12,0,0,0,1,0,0,0,0,0,0
F,271,30,1,30,1,0,0,0,0,0,0,0,0,0
M,320,10,2,14,0,1,0,0,0,1,0,0,0,1
F,15,18,1,18,1,0,0,0,0,0,0,0,0,0
M,53,28,2,34,0,0,1,1,0,0,0,0,0,0
F,179,8,1,8,0,0,1,0,0,0,0,0,0,0
M,451,14,11,48,3,1,1,3,0,2,1,0,1,0
F,163,12,1,12,0,0,0,0,0,1,0,0,0,0
F,80,26,3,36,1,1,1,0,0,0,1,0,0,0
F,315,12,8,34,2,3,1,1,0,1,0,0,0,0
M,109,6,1,6,0,0,1,0,0,0,0,0,0,1
F,308,10,1,10,0,1,0,0,0,0,0,0,0,0
M,194,10,1,10,1,0,0,0,0,0,0,0,0,0
F,73,10,1,10,0,1,0,0,0,0,0,0,0,0
F,270,2,1,2,0,1,0,0,0,0,0,0,0,0
F,216,2,1,2,0,0,0,0,0,0,0,0,0,0
F,214,8,9,32,0,1,3,1,0,3,1,0,0,0
F,90,22,3,38,1,0,1,1,0,0,0,0,0,0
F,174,12,2,20,1,0,0,0,0,0,0,0,0,0
F,101,16,2,20,0,0,0,1,0,0,0,0,0,0
F,135,14,7,50,3,0,2,2,0,0,1,0,0,0
M,192,4,10,32,1,0,4,1,0,3,0,0,0,1
F,338,26,5,50,4,0,0,1,0,0,0,0,0,0
F,270,2,1,2,0,0,0,0,0,0,0,0,0,0
F,236,22,6,38,1,1,1,0,1,0,0,0,0,0
F,271,26,2,34,1,0,0,0,0,0,0,0,0,0
F,109,12,1,12,1,0,0,0,0,0,0,0,0,0
F,235,10,8,30,2,0,1,1,0,1,0,0,0,0
F,44,20,1,20,0,0,0,1,0,0,0,0,0,0
M,310,18,2,24,0,0,0,1,1,0,0,0,0,0
F,218,2,5,28,0,1,0,1,0,1,0,0,0,0
F,211,18,1,18,0,0,0,0,1,0,0,0,0,0
F,235,12,2,14,0,0,0,0,0,0,0,0,0,0
F,136,18,5,34,2,0,3,0,0,0,0,0,0,0
F,298,10,5,38,2,0,1,0,1,0,1,1,0,0
M,306,12,1,12,0,0,0,0,0,1,0,0,0,0
F,375,16,6,44,2,1,0,0,0,1,0,0,1,0
F,283,12,6,28,1,0,0,0,1,2,0,0,0,1
F,114,2,4,14,0,1,1,0,0,1,0,0,0,0
M,69,8,2,16,0,2,0,0,0,0,0,0,0,1
F,196,14,6,32,2,1,1,1,1,0,0,0,0,0
M,165,14,1,14,0,0,0,1,0,0,0,0,0,0
F,342,2,4,12,1,0,1,1,0,0,0,0,0,0
F,202,2,8,20,2,0,2,3,1,0,0,0,0,0
F,186,2,2,8,1,0,0,1,0,0,0,0,0,0
M,311,10,1,10,1,0,0,0,0,0,0,0,0,0
F,195,14,3,30,0,1,0,0,0,1,0,0,0,1
F,122,10,2,18,1,0,0,0,1,0,0,0,0,0
F,330,2,6,16,2,1,2,1,0,0,1,0,0,0
M,330,10,9,28,2,2,1,2,1,1,1,1,1,1
F,46,4,2,6,1,0,0,0,0,1,0,0,1,0
F,293,10,10,68,2,0,3,1,0,2,0,0,0,0
M,277,16,2,22,1,0,0,1,0,0,0,0,0,1
F,157,12,1,12,0,0,0,1,0,0,0,0,0,0
F,184,22,1,22,0,0,1,0,0,0,0,0,0,0
M,82,2,1,2,1,0,0,0,0,0,0,0,0,0
F,216,24,1,24,1,0,0,0,0,0,0,0,0,0
F,119,16,4,24,1,0,1,0,2,0,0,1,0,0
F,157,16,2,22,0,0,0,0,0,0,0,0,0,0
F,116,14,3,20,0,1,1,0,0,1,0,0,0,0
M,120,16,3,26,1,1,1,0,0,0,0,0,0,0
M,15,12,1,12,0,0,1,0,0,0,0,0,0,0
M,233,4,2,8,1,0,1,0,0,0,1,0,0,0
F,109,16,1,16,1,0,0,0,0,0,0,0,0,0
F,285,4,1,4,1,0,0,0,0,0,0,0,0,0
M,249,10,7,50,1,1,3,0,1,0,1,0,0,0
F,129,10,1,10,0,0,0,0,1,0,0,0,0,0
M,194,16,4,34,1,0,2,1,0,0,0,0,0,1
F,179,6,9,26,0,1,4,1,0,2,0,0,0,0
F,342,6,3,16,1,0,1,1,0,0,0,0,0,0
M,211,16,10,52,3,1,2,3,0,0,0,0,0,0
F,369,10,8,26,2,0,2,0,1,0,0,0,0,1
M,119,8,1,8,0,0,1,0,0,0,0,0,0,0
M,261,16,2,18,0,0,1,0,0,1,0,0,0,0
M,319,12,2,18,0,0,0,0,0,0,0,0,0,1
F,194,14,2,18,0,0,1,0,1,0,0,0,0,0
F,149,20,1,20,0,0,0,0,0,1,0,0,0,1
F,143,22,8,56,5,0,1,1,1,0,0,0,0,0
F,290,4,10,26,2,0,4,1,1,0,0,0,0,0
M,197,36,6,64,3,0,2,0,0,1,0,0,0,0
F,160,16,5,30,3,0,0,1,1,0,0,0,0,0
M,324,16,9,62,4,0,0,2,1,2,0,0,0,0
F,292,2,1,2,0,0,1,0,0,0,0,0,0,1
F,340,8,6,28,3,0,2,0,0,0,1,0,0,0
M,156,4,2,12,0,0,0,0,0,1,0,0,0,0
M,297,8,1,8,0,0,1,0,0,0,0,0,0,0
F,151,4,1,4,0,0,0,0,1,0,0,0,0,0
F,265,8,6,32,2,0,0,2,0,1,0,0,0,0
F,416,14,9,50,1,2,0,4,0,1,0,0,0,0
F,311,4,2,8,0,0,2,0,0,0,0,0,0,0
F,54,6,3,12,0,0,3,0,0,0,0,0,0,0
F,304,32,11,60,3,2,2,0,0,1,0,0,0,0
M,196,26,2,30,0,0,1,0,1,0,0,0,0,0
F,179,10,9,54,1,1,1,3,1,1,0,0,0,0
F,253,14,10,60,3,0,3,1,1,1,0,0,0,0
M,302,12,6,36,0,1,1,1,0,0,0,0,0,0
F,255,6,1,6,0,0,0,0,0,1,0,0,0,0
F,264,8,1,8,0,0,0,0,0,0,0,0,0,0
F,86,26,2,34,0,0,0,0,1,1,0,0,1,0
F,150,10,6,28,3,0,1,1,0,0,0,0,0,0
F,126,22,2,30,1,0,0,1,0,0,0,0,0,0
M,265,6,2,8,1,0,0,1,0,0,0,0,0,0
F,334,26,3,40,0,1,1,1,0,0,0,0,0,0
F,276,30,2,32,0,0,0,2,0,0,0,0,0,0
F,321,12,2,20,0,0,1,1,0,0,0,0,0,0
F,54,16,1,16,0,0,1,0,0,0,0,0,0,0
F,88,12,2,18,0,0,2,0,0,0,0,0,0,0
F,409,14,11,42,4,2,1,0,1,0,0,0,0,0
M,363,16,7,38,1,2,1,2,1,0,1,0,0,0
M,57,30,2,34,0,0,0,1,0,0,0,0,0,0
M,349,14,9,68,3,3,2,1,0,0,0,0,0,0
F,106,18,2,20,1,0,1,0,0,0,0,0,0,0
F,116,2,1,2,0,0,0,0,0,0,0,0,0,0
F,391,16,12,66,5,2,3,0,0,1,0,0,0,0
F,34,16,2,18,0,0,1,0,1,0,0,0,0,0
M,48,4,2,6,0,0,0,0,0,1,0,0,0,0
F,257,20,12,76,2,2,4,2,0,2,0,0,0,0
F,318,22,7,54,1,1,2,1,0,0,1,0,0,0
F,232,10,4,32,0,1,2,0,1,0,0,0,0,0
M,55,10,1,10,0,0,0,0,0,0,0,0,0,0
F,143,2,3,10,1,0,1,0,1,0,0,0,0,0
M,167,10,8,32,3,0,1,1,0,2,1,0,1,0
F,244,10,1,10,1,0,0,0,0,0,0,0,0,0
F,208,14,1,14,0,0,1,0,0,0,0,0,0,0
M,33,12,2,16,1,0,0,0,0,0,0,0,0,0
M,259,6,1,6,0,1,0,0,0,0,0,0,0,0
F,391,10,8,50,1,1,2,2,1,0,0,0,0,0
F,207,2,2,4,0,2,0,0,0,0,0,0,0,0
M,318,6,2,10,0,0,1,0,0,1,0,0,0,0
F,193,14,4,30,2,0,2,0,0,0,1,0,0,0
F,216,4,2,10,2,0,0,0,0,0,0,0,0,0
F,300,6,2,12,0,1,0,0,0,1,0,0,1,1
M,254,16,2,18,1,0,0,0,0,0,0,0,0,0
F,159,12,2,18,1,0,0,0,0,0,0,0,0,0
M,168,36,2,42,0,1,0,1,0,0,0,0,0,0
F,383,12,8,50,1,2,0,3,0,1,0,0,0,0
F,322,8,2,14,0,1,0,0,0,1,0,0,1,0
F,356,14,7,38,4,0,0,2,0,0,0,0,0,0
F,287,28,2,34,1,0,0,0,0,0,0,0,0,0
F,306,4,2,8,1,0,1,0,0,0,0,0,0,0
M,388,14,6,36,0,1,1,1,0,0,0,0,0,1
M,83,20,3,32,0,2,0,1,0,0,0,0,0,0
M,43,8,1,8,1,0,0,0,0,0,0,0,0,0
F,267,14,2,22,0,0,1,0,1,0,0,0,0,0
F,103,12,2,16,0,0,1,0,1,0,0,0,0,0
F,254,22,10,72,2,2,2,1,1,1,1,1,1,0
M,123,30,2,34,0,0,1,0,1,0,0,1,0,0
F,198,28,2,34,0,1,0,1,0,0,0,0,0,0
F,216,6,2,12,1,0,0,0,0,0,0,0,0,0
M,268,18,2,22,1,0,0,1,0,0,0,0,0,0
M,126,12,2,20,0,1,1,0,0,0,1,0,0,0
F,79,10,2,12,0,0,0,1,1,0,0,0,0,0
F,265,28,1,28,1,0,0,0,0,0,0,0,0,0
F,243,14,1,14,0,0,1,0,0,0,0,0,0,0
M,34,12,1,12,0,0,0,0,0,0,0,0,0,0
M,212,26,7,42,2,2,2,0,0,0,0,0,0,0
F,195,12,9,46,1,1,1,2,0,1,0,0,0,0
M,273,2,11,30,3,2,0,1,1,1,0,0,0,1
F,99,14,3,20,1,0,1,1,0,0,0,0,0,0
F,315,10,3,24,2,0,0,0,1,0,0,0,0,0
F,151,14,2,22,0,0,0,0,1,0,0,0,0,0
F,177,6,3,20,2,1,0,0,0,0,0,0,0,0
F,281,10,1,10,0,0,0,1,0,0,0,0,0,0
F,233,2,9,20,1,0,4,0,2,0,0,0,0,0
F,366,14,7,34,2,1,1,0,2,0,0,0,0,0
F,211,26,2,34,0,0,1,0,0,0,0,0,0,0
F,170,8,6,30,0,0,5,0,0,1,1,0,1,0
F,240,14,9,44,2,1,3,0,0,0,0,0,0,0
M,288,26,2,30,0,0,1,1,0,0,0,0,0,0
F,101,8,5,24,1,1,2,1,0,0,1,0,0,0
M,47,30,1,30,0,0,1,0,0,0,0,0,0,0
M,88,4,2,12,0,0,2,0,0,0,1,0,0,0
F,366,16,7,50,2,0,1,3,0,0,0,0,0,0
M,317,24,5,52,2,0,0,0,1,2,0,0,0,0
F,283,10,1,10,0,0,1,0,0,0,0,0,0,0
F,67,10,1,10,0,1,0,0,0,0,0,0,0,0
F,188,6,2,12,0,0,0,0,1,1,0,0,0,0
F,36,16,1,16,0,0,0,0,0,0,0,0,0,0
F,277,10,2,14,0,0,0,0,1,0,0,0,0,0
F,226,12,1,12,0,0,1,0,0,0,0,0,0,0
F,113,32,2,36,0,0,0,2,0,0,0,0,0,0
F,316,32,2,40,1,0,1,0,0,0,0,0,0,0
F,230,12,4,24,2,1,0,0,0,0,0,0,0,0
F,193,24,2,32,1,0,0,0,0,1,0,0,0,0
M,31,26,1,26,1,0,0,0,0,0,0,0,0,0
F,292,14,2,22,1,0,0,0,0,0,0,0,0,0
M,172,16,2,22,0,0,0,1,1,0,0,0,0,0
F,222,10,2,12,1,0,0,1,0,0,0,0,0,0
F,181,14,1,14,0,0,1,0,0,0,0,0,0,0
M,103,10,1,10,0,0,0,0,0,0,0,0,0,0
F,112,10,1,10,0,0,0,0,0,0,0,0,0,0
F,300,16,8,46,1,0,2,1,1,1,0,0,0,0
M,143,16,1,16,0,0,1,0,0,0,0,0,0,0
M,461,14,11,60,3,2,2,0,2,1,1,0,0,0
F,251,4,8,32,3,0,0,0,0,1,0,0,0,1
F,323,22,2,30,1,1,0,0,0,0,0,0,0,0
M,270,4,1,4,0,0,0,0,0,0,0,0,0,0
M,96,14,1,14,0,0,0,0,0,1,0,0,0,1
F,291,2,1,2,0,0,0,0,0,0,0,0,0,0
F,290,26,1,26,0,0,1,0,0,0,0,0,0,0
F,238,18,1,18,0,0,0,0,0,0,0,0,0,0
M,282,2,9,22,1,0,1,3,1,2,0,0,0,0
F,292,24,6,40,2,0,3,1,0,0,0,0,0,0
F,152,4,1,4,0,0,1,0,0,0,0,0,0,0
F,100,6,1,6,0,0,0,0,0,1,0,0,0,0
M,282,10,8,48,2,1,1,1,0,0,0,0,0,0
F,403,4,9,34,2,1,2,1,2,0,0,0,0,0
F,269,10,2,16,0,0,2,0,0,0,0,0,0,0
F,77,18,2,20,0,1,0,0,0,0,0,0,0,0
F,40,18,1,18,0,0,0,0,0,1,0,0,0,0
M,208,10,5,34,0,1,3,0,0,0,1,0,0,0
F,159,14,2,16,0,0,2,0,0,0,0,0,0,0
F,192,20,2,28,0,1,0,0,0,1,0,0,0,0
M,400,14,7,40,2,1,1,0,2,1,0,0,0,0
M,44,2,1,2,0,1,0,0,0,0,0,0,0,0
F,168,12,2,18,1,0,0,0,0,0,0,0,0,0
F,306,8,6,36,2,0,2,1,0,1,1,0,1,1
F,130,10,1,10,1,0,0,0,0,0,0,0,0,0
F,428,10,12,40,4,1,1,0,2,3,0,0,0,0
F,142,2,9,32,2,1,3,2,0,1,0,0,0,0
F,433,12,9,64,1,1,1,0,0,5,0,0,0,1
M,440,14,10,72,2,2,2,0,0,1,1,0,0,0
F,180,26,11,74,3,1,4,1,0,2,1,0,1,0
M,266,32,1,32,1,0,0,0,0,0,0,0,0,0
M,247,10,2,16,0,0,0,1,0,0,0,0,0,0
F,267,14,5,30,0,1,1,2,1,0,0,0,0,0
F,117,12,2,16,0,0,1,0,0,1,0,0,0,0
M,421,16,9,62,2,0,2,2,2,1,1,1,0,0
M,288,26,1,26,1,0,0,0,0,0,0,0,0,0
F,460,12,12,58,4,0,2,2,0,1,0,0,0,0
F,221,12,1,12,0,0,1,0,0,0,0,0,0,0
F,311,8,12,78,3,2,4,1,1,1,1,0,1,0
F,323,4,10,56,5,1,2,1,1,0,0,0,0,0
F,143,16,2,18,0,1,1,0,0,0,0,0,0,0
F,226,4,1,4,0,0,0,0,0,1,0,0,0,0
F,96,10,2,14,0,0,2,0,0,0,0,0,0,0
F,257,10,2,16,0,0,0,1,0,1,0,0,0,0
M,309,16,2,20,0,0,0,0,0,2,0,0,1,0
F,120,12,2,14,1,1,0,0,0,0,0,0,0,0
M,135,12,1,12,0,0,1,0,0,0,0,0,0,0
F,114,12,1,12,0,0,0,0,0,1,0,0,0,0
F,209,2,1,2,1,0,0,0,0,0,0,0,0,0
F,262,26,1,26,1,0,0,0,0,0,0,0,0,0
F,78,2,2,6,1,0,0,0,0,1,0,0,0,0
F,254,28,2,34,1,0,0,0,0,1,0,0,0,0
M,172,2,1,2,0,0,0,0,0,1,0,0,0,1
F,127,4,2,6,0,0,2,0,0,0,1,0,0,0
F,333,16,5,40,1,1,1,1,0,1,0,0,0,0
F,67,14,2,22,0,0,1,0,1,0,0,0,0,0
M,236,2,2,8,0,0,1,0,0,1,0,0,0,1
M,304,4,1,4,0,0,1,0,0,0,0,0,0,0
F,327,10,11,34,0,2,2,4,1,1,1,0,0,0
F,51,16,1,16,0,0,1,0,0,0,0,0,0,0
F,333,32,5,60,3,0,2,0,0,0,0,0,0,0
F,312,12,12,58,0,2,4,2,0,2,1,0,1,0
F,251,14,1,14,0,0,0,1,0,0,0,0,0,0
F,172,10,8,44,1,3,1,0,0,2,1,0,1,0
M,160,34,1,34,1,0,0,0,0,0,0,0,0,0
M,132,10,2,16,2,0,0,0,0,0,0,0,0,0
M,155,16,9,64,1,1,2,2,1,1,0,0,0,0
M,163,14,2,16,2,0,0,0,0,0,0,0,0,0
M,78,4,1,4,1,0,0,0,0,0,0,0,0,0
F,216,14,3,28,0,0,0,1,0,0,0,0,0,0
F,254,6,2,14,0,0,0,1,1,0,0,0,0,0
F,345,10,10,70,4,1,2,2,1,0,0,0,0,0
F,255,12,2,16,1,1,0,0,0,0,0,0,0,0
F,61,2,2,6,0,0,0,0,0,2,0,0,0,1
F,340,26,7,56,1,1,2,1,1,0,0,0,0,0
M,313,8,1,8,0,0,0,0,0,1,0,0,0,0
M,449,14,11,42,4,1,1,3,0,0,0,0,0,0
F,268,22,2,30,1,0,0,0,1,0,0,0,0,0
F,272,4,2,10,0,0,1,0,0,0,0,0,0,0
M,225,16,7,56,3,0,1,2,0,0,0,0,0,0
M,198,4,4,26,1,0,2,0,0,0,0,0,0,1
F,250,8,1,8,0,0,0,0,0,0,0,0,0,0
F,159,8,6,38,2,0,2,1,0,0,0,0,0,0
M,251,2,4,24,0,1,2,0,1,0,1,0,0,0
M,191,34,7,58,1,0,2,1,1,2,0,0,0,0
F,69,16,2,24,0,0,1,1,0,0,0,0,0,0
M,83,10,1,10,1,0,0,0,0,0,0,0,0,0
M,39,34,1,34,0,0,1,0,0,0,0,0,0,0
M,201,6,1,6,0,0,1,0,0,0,0,0,0,0
F,217,2,2,4,0,0,0,0,1,0,0,0,0,0
F,122,12,8,42,3,2,3,0,0,0,0,0,0,0
M,237,6,1,6,1,0,0,0,0,0,0,0,0,0
F,247,16,2,22,0,0,0,0,0,2,0,0,0,1
M,459,2,11,42,3,1,2,1,2,1,0,0,0,0
F,248,28,1,28,0,0,1,0,0,0,0,0,0,0
F,302,30,3,48,2,0,0,0,0,0,0,0,0,0
M,196,34,2,36,0,0,0,2,0,0,0,0,0,0
F,270,2,1,2,0,0,0,1,0,0,0,0,0,0
F,112,32,1,32,0,0,0,0,0,1,0,0,0,0
M,159,24,1,24,0,0,0,0,0,0,0,0,0,0
F,294,12,10,42,3,0,1,2,0,0,0,0,0,0
F,152,4,2,12,1,0,0,0,0,1,0,0,0,0
F,235,32,2,34,1,1,0,0,0,0,0,0,0,0
M,199,12,10,46,1,0,2,1,1,1,0,0,0,1
F,45,8,2,12,0,1,1,0,0,0,1,0,0,0
F,83,10,4,22,1,0,1,0,0,1,0,0,1,0
F,258,16,11,72,1,0,4,4,2,0,1,0,0,0
F,129,12,2,16,1,0,1,0,0,0,0,0,0,0
M,79,12,2,14,0,0,0,1,0,1,0,0,0,0
F,121,14,2,16,0,1,0,0,0,1,0,0,0,0
F,256,16,10,50,3,2,2,0,2,1,0,0,0,0
F,369,28,11,68,4,2,0,0,1,1,0,0,0,0
M,239,8,2,16,1,0,1,0,0,0,0,0,0,0
F,95,30,1,30,0,0,1,0,0,0,0,0,0,0
F,212,12,4,24,0,0,1,1,1,0,0,0,0,0
F,68,18,1,18,1,0,0,0,0,0,0,0,0,0
F,18,10,1,10,0,0,0,0,0,0,0,0,0,0
F,207,8,1,8,0,1,0,0,0,0,0,0,0,0
F,327,12,2,20,1,0,0,0,0,0,0,0,0,0
F,75,18,2,22,0,0,0,0,0,1,0,0,0,1
F,341,8,11,54,2,0,5,1,0,1,0,0,0,0
F,231,16,2,20,1,0,1,0,0,0,0,0,0,0
M,263,6,1,6,0,0,0,1,0,0,0,0,0,0
M,455,6,11,44,1,1,5,1,2,1,0,0,0,0
F,18,10,1,10,1,0,0,0,0,0,0,0,0,0
F,241,2,2,10,1,0,0,0,0,1,0,0,0,0
F,315,2,11,54,3,3,1,1,2,1,0,0,0,0
F,344,4,5,26,1,1,1,0,2,0,1,1,0,0
F,104,36,2,40,0,1,0,0,1,0,0,0,0,0
F,215,10,12,78,1,1,3,2,0,3,0,0,0,1
F,138,34,2,36,0,1,0,1,0,0,0,0,0,0
F,98,12,1,12,0,0,1,0,0,0,0,0,0,0
F,289,12,1,12,0,0,1,0,0,0,0,0,0,0
M,290,24,3,34,0,0,2,1,0,0,1,0,0,0
F,131,10,1,10,0,1,0,0,0,0,0,0,0,0
M,279,10,2,16,0,0,0,1,1,0,0,0,0,0
M,366,10,5,24,1,2,0,0,1,0,0,0,0,0
M,19,6,1,6,0,0,0,0,0,1,0,0,0,0
M,207,16,2,20,0,0,0,0,1,1,0,0,0,0
F,28,14,1,14,0,0,0,0,0,0,0,0,0,0
F,299,12,1,12,0,0,1,0,0,0,0,0,0,0
F,236,4,2,8,0,0,0,0,1,0,0,0,0,0
M,288,10,9,64,2,1,2,0,0,1,0,0,0,0
M,209,16,1,16,0,0,1,0,0,0,0,0,0,0
M,66,8,1,8,0,0,0,0,0,0,0,0,0,1
M,29,34,1,34,0,0,1,0,0,0,0,0,0,0
F,326,30,7,70,1,0,3,2,0,1,1,0,1,0
F,176,12,3,24,0,0,1,1,0,1,0,0,0,0
F,177,16,5,40,2,2,0,0,1,0,0,0,0,1
M,317,14,2,20,1,1,0,0,0,0,0,0,0,0
M,130,2,1,2,0,0,0,0,0,1,0,0,0,0
F,23,6,1,6,0,0,1,0,0,0,0,0,0,0
M,182,10,1,10,0,0,1,0,0,0,0,0,0,0
F,172,4,1,4,0,0,0,0,1,0,0,0,0,0
F,214,14,4,36,1,1,2,0,0,0,0,0,0,0
F,265,18,2,22,0,0,0,1,0,1,0,0,0,0
F,368,8,10,48,5,0,0,2,2,0,0,1,0,0
F,82,16,3,30,0,1,0,1,0,0,0,0,0,0
M,67,24,4,42,1,1,0,0,1,0,0,0,0,0
F,103,2,1,2,0,0,0,0,0,0,0,0,0,0
M,116,10,7,26,3,0,3,0,0,0,0,0,0,0
M,314,10,1,10,0,0,0,0,0,0,0,0,0,0
M,327,2,9,26,2,1,1,0,2,0,0,0,0,1
F,246,10,1,10,1,0,0,0,0,0,0,0,0,0
M,186,16,9,56,3,0,0,1,1,2,0,0,0,1
F,174,36,2,42,0,0,0,0,1,0,0,1,0,0
F,141,16,2,20,2,0,0,0,0,0,0,0,0,0
M,91,12,2,14,0,0,0,0,2,0,0,0,0,1
F,245,12,10,62,1,2,2,2,1,1,0,0,0,0
M,196,12,3,28,1,1,0,0,0,0,0,0,0,0
M,35,10,1,10,0,0,1,0,0,0,0,0,0,0
F,220,2,8,20,1,2,0,1,1,2,0,0,0,0
M,386,6,8,32,2,0,3,1,0,0,0,0,0,0
F,285,10,9,48,2,0,4,1,1,1,1,0,0,0
F,168,8,1,8,0,0,0,0,1,0,0,0,0,1
F,280,2,2,4,1,0,0,0,1,0,0,0,0,0
F,373,14,5,30,1,0,3,0,1,0,1,0,0,0
F,73,12,2,14,0,0,1,1,0,0,0,0,0,0
F,433,10,10,46,2,2,1,0,3,1,1,1,1,0
F,255,2,2,4,0,0,0,1,0,1,0,0,1,0
F,382,2,6,16,0,1,0,2,2,0,0,0,0,0
F,249,14,2,18,0,0,1,1,0,0,0,0,0,0
F,356,16,5,42,0,0,4,0,0,0,0,0,0,0
M,286,18,8,48,2,1,2,1,1,0,1,0,0,0
F,106,16,2,18,1,0,1,0,0,0,0,0,0,0
F,105,34,6,58,0,0,3,0,1,1,0,0,0,0
F,149,8,6,30,2,0,3,0,1,0,0,0,0,0
F,224,18,1,18,0,1,0,0,0,0,0,0,0,0
F,245,10,1,10,0,0,0,1,0,0,0,0,0,1
F,399,12,11,38,0,2,3,0,1,3,0,0,0,0
F,204,8,1,8,0,0,0,1,0,0,0,0,0,0
F,321,2,2,8,1,0,0,0,0,1,0,0,0,0
F,305,10,12,56,2,3,2,1,1,1,1,0,0,0
M,163,32,7,72,1,0,2,1,1,0,0,0,0,0
F,162,8,1,8,0,0,1,0,0,0,0,0,0,0
M,65,10,2,14,1,0,0,0,0,1,0,0,0,0
M,102,2,2,10,1,1,0,0,0,0,0,0,0,1
M,132,10,1,10,0,0,0,0,0,0,0,0,0,1
F,252,16,4,40,1,0,1,2,0,0,0,0,0,0
F,264,4,2,12,0,1,1,0,0,0,0,0,0,0
F,325,24,11,48,1,1,5,0,1,2,0,0,0,0
M,325,14,3,28,0,1,0,1,0,0,0,0,0,0
F,51,4,1,4,1,0,0,0,0,0,0,0,0,0
M,239,12,9,58,4,0,4,0,1,0,0,0,0,0
F,409,20,8,58,2,0,2,1,1,2,1,1,1,1
M,167,6,4,20,1,2,0,0,0,0,0,0,0,0
F,74,8,1,8,0,0,0,0,1,0,0,0,0,0
F,377,14,10,38,3,1,3,1,0,1,0,0,0,0
M,106,2,1,2,1,0,0,0,0,0,0,0,0,0
F,138,16,1,16,0,0,1,0,0,0,0,0,0,0
M,298,18,7,52,3,1,2,0,0,1,0,0,0,0
F,256,14,10,72,1,1,5,0,1,1,0,0,0,0
M,137,14,2,18,0,0,1,0,0,0,0,0,0,0
F,283,10,1,10,0,0,0,1,0,0,0,0,0,0
F,265,16,1,16,0,0,0,0,0,1,0,0,0,0
F,124,36,2,42,0,0,1,1,0,0,0,0,0,0
F,266,14,12,48,2,3,3,0,1,0,0,0,0,0
M,165,12,1,12,0,0,0,0,0,0,0,0,0,0
F,334,10,9,54,5,1,1,0,1,0,1,1,0,0
F,117,14,4,36,0,0,2,0,0,2,1,0,1,0
M,361,26,6,50,3,0,0,1,0,1,0,0,0,0
M,297,16,2,20,0,0,2,0,0,0,1,0,0,0
F,329,2,2,6,0,1,0,0,0,1,0,0,0,0
F,30,6,1,6,0,0,1,0,0,0,0,0,0,0
F,325,12,2,14,0,0,0,1,1,0,0,0,0,0
M,293,16,12,42,1,2,2,1,0,2,0,0,0,1
F,193,16,2,20,1,0,1,0,0,0,0,0,0,0
F,170,6,1,6,1,0,0,0,0,0,0,0,0,0
M,323,12,2,16,0,0,1,1,0,0,0,0,0,1
M,81,26,2,28,0,0,2,0,0,0,0,0,0,0
F,329,8,2,16,0,0,1,0,0,0,0,0,0,0
F,331,10,9,60,3,2,2,0,0,1,1,0,0,1
F,257,12,9,58,1,1,1,1,1,0,0,0,0,0
F,179,10,1,10,1,0,0,0,0,0,0,0,0,0
